UID,Text,video_doorbell,gate,lock,intercom,lights,dog,police,security_camera_system,none,warning_sign,guard_ID_resident,security_screen_door
20228789,Wild turkeys not in cages nor secured.,,,,,,,,,,,,
20229113,"There is no apartment unit A, only unit 1.",,,,,,,,,,,,
20230151,The house is on the corner of O?€?Malley & O?€?Neil,,,,,,,,,,,,
20230281,Abandoned house,,,,,,,,,,,,
20231217,"Controlled access, security front desk senior housing. Took some time to get the front desk to understand why I?€?m here. I provided the building manager letter and this was going to be escalated to the BP of Operations when someone said the unit it vacant, ending the visit.",,,,,,,,,,,1,
20231488,Keycard,,,1,,,,,,,,,
20231541,Door at intercom was open.,,,,1,,,,,,,,
20231552,Key pad for entrance,,,1,,,,,,,,,
20232135,Hispanic family in mobile home communities nifty.,,,,,,,,,,,,
20232696,Private property no trespassing sign on entrance apartments building.,,,,,,,,,,1,,
20232890,No trespassing signs in windows.,,,,,,,,,,1,,
20232920,Looks like a single family unit. SIMY card left.,,,,,,,,,,,,
20233268,Guard post when entering neighborhood but guard/gatekeeper was not present,,,,,,,,,,,1,
20234045,The porch have many different type of furniture on it,,,,,,,,,,,,
20234346,Ring doorbell,1,,,,,,,,,,,
20234379,Doorbell appears to be one that has camera.,1,,,,,,,,,,,
20235264,Just the 2 dogs,,,,,,1,,,,,,
20235770,Security guard,,,,,,,,,,,1,
20235888,Not safe area fine to go on day light,,,,,,,,,,,,
20236159,Must be buzzed in the building to gain access to apartments.,,,,1,,,,,,,,
20236245,"This DU is located in Escoba Bay,a private waterfront community. Access is restricted and No soliciting is permitted.",,,1,,,,,,,1,,
20236881,Home has Ring Doorbell.,1,,,,,,,,,,,
20237033,ADT sign in front yard.,,,,,,,,,,1,,
20237497,Fence all around front entrance except driveway to garage,,1,,,,,,,,,,
20237721,Gated entrance with booth but gate open and no one inside.,,1,,,,,,,,,,
20238081,"Security lights, local police parked out front",,,,,1,,1,,,,,
20238326,Unsafe,,,,,,,,,,,,
20238843,House fire. Vacant,,,,,,,,,,,,
20238940,Unsafe,,,,,,,,,,,,
20239017,"To dark to see, no porch lights",,,,,,,,,,,,
20239040,Not visible,,,,,,,,,1,,,
20239170,Private community: Gresham Place.,,,,,,,,,,,,
20239192,Local police officers home,,,,,,,1,,,,,
20239288,A front door that is locked.,,,1,,,,,,,,,
20239545,Senior citizens apartments all on ground floor. Tidy complex.,,,,,,,,,,,,
20239653,This is an apartment building . The front door appeared to be a locked facility but I was able to get in. The garage entrance was locked.,,,1,,,,,,,,,
20239750,Key fob needed,,,1,,,,,,,,,
20240022,Front door has padlocked gate. Main entrance appears to be through lower level entry by carport.,,1,1,,,,,,,,,
20240033,Security guard had to open door for me but would not give me access and would not take paperwork or give me his name,,,,,,,,,,,1,
10000896,Senior Living Community,,,,,,,,,,,,
10000948,Flood lights,,,,,1,,,,,,,
10002665,Gun warning sign on door,,,,,,,,,,1,,
10002858,Security lights,,,,,1,,,,,,,
10003817,Fence surrounds property including driveway.  Gate that leads to front door was unlocked.,,1,,,,,,,,,,
10007206,Need key to enter the building,,,1,,,,,,,,,
10007972,RING doorbell,1,,,,,,,,,,,
10008704,Flood lights.,,,,,1,,,,,,,
10008889,The leasing office inside one of the apt buildings had a full barred door with lock in front of front door,,,1,,,,,,,,,
10013001,Heard dog barking,,,,,,1,,,,,,
10013733,Has RING doorbell,1,,,,,,,,,,,
10013904,"Fence to access property, then key to get in building.",,1,1,,,,,,,,,
10014123,Private property signs,,,,,,,,,,1,,
10014305,Surveillance camera through ring doorbell,1,,,,,,,1,,,,
10014792,Property surrounded by a fence but the gate to yard was ajar.,,1,,,,,,,,,,
10015405,Gated mobile home community. Gate was open when I arrived.,,1,,,,,,,,,,
10016282,Ring doorbell,1,,,,,,,,,,,
10016958,Locked outer door that has a buzzer for the apt,,,1,1,,,,,,,,
10017382,Access open to foyer but you need to be buzzed into the unit,,,,1,,,,,,,,
10017865,Upon entrance there is a warning sign about loud music,,,,,,,,,,1,,
10018095,This is a Senior Living Facility. All usual security measures @ this DU location.,,,,,,,,,,,,
10018460,"Resident parking only, management office on site",,,1,,,,,,,,,
10019407,Each apt building is locked from outside,,,1,,,,,,,,,
10019582,No walk to front door and backyard is fenced off and closed,,1,,,,,,,,,,
10019827,Exterior lighting,,,,,1,,,,,,,
10023659,Two huge pit bull dogs,,,,,,1,,,,,,
10024102,Ring Doorbell,1,,,,,,,,,,,
10026238,No soliciting signs on road.,,,,,,,,,,1,,
10027703,Ring doorbell at locked gated courtyard,1,1,1,,,,,,,,,
10027714,High security community. Automated fence to drive in. Security cameras around community. No soliciting signs on front gate entrance.,,1,,,,,,1,,1,,
10028870,I could not enter the property because of a chain link fence around the property and a gate to the driveway.  The resident pulled up in a car and we spoke.,,1,,,,,,,,,,
10030286,Appear to use the Ring system,1,,,,,,,,,,,
10030349,Sign on door said neighborhood watch,,,,,,,,,,1,,
10031319,Doorway camera,1,,,,,,,,,,,
10031405,The dogs were very old pugs - they were not a security measure. ??,,,,,,1,,,,,,
10032442,And a camera doorbell,1,,,,,,,,,,,
10033434,Bright porch light on after dark,,,,,1,,,,,,,
10033597,Apt buzzer,,,,1,,,,,,,,
10034620,Control access,,,,,,,,,,,1,
10038150,No soliciting sign when pulling into complex.,,,,,,,,,,1,,
10038440,Owner had a shot gun by the doorway,,,,,,,,,,,,
10039380,Security screen door,,,,,,,,,,,,1
10040964,Very large dog,,,,,,1,,,,,,
10043242,Gated community no entrance accessible for guests,,1,,,,,,,,,,
10046702,Must pass through security check point with guard on duty,,,,,,,,,,,1,
10049091,No one stopped my entry but glass walled manager office gave management a clear view of my entry,,,,,,,,,,,1,
10049400,Ring doorbell,1,,,,,,,,,,,
10050686,Front door has a metal security door which was unlocked at the time of visit allowing FI to knock on front door. There is no front doorbell,,,1,,,,,,,,,
10051667,Video doorbell,1,,,,,,,,,,,
10053072,This is I believe some type of police official home,,,,,,,1,,,,,
10053287,Suds door entrance very dark,,,,,,,,,,,,
10053696,Coach lights on at both sides of garage at night,,,,,1,,,,,,,
10053737,Ring doorbell and camera on front of garage,1,,,,,,,1,,,,
10055283,Deadbolt that residents use to lock door as they are leaving.,,,1,,,,,,,,,
10055391,Outside house lights for front door and garage.,,,,,1,,,,,,,
10057201,Several cameras around,,,,,,,,1,,,,
10062382,Dog may be inside DU,,,,,,1,,,,,,
10064355,Resident has RING video/doorbell,1,,,,,,,,,,,
10065916,Senior citizens community,,,,,,,,,,,,
10067280,There is a receptionist and full staff on site for this senior assisted living community,,,,,,,,,,,1,
10068302,Fence will not open unless you have code to get thru gate,,1,,,,,,,,,,
10068744,Garages in neighborhood face road.  Must walk around buildings to get to a door.,,,,,,,,,,,,
10071197,DU had a Ring Security System with a sticker on the door. A medium to large size dog could be heard inside the unit.,1,,,,,1,,,,1,,
10076590,Sign saying nothing inside is worth dying for.,,,,,,,,,,1,,
10076921,Doorbell with camera,1,,,,,,,,,,,
10077076,None ,,,,,,,,,1,,,
10077634,"Video doorbell, sticker on storm door for National Rifle Association",1,,,,,,,,,1,,
10078916,The entrance to this community is gated. The gate was open on a Saturday morning.,,1,,,,,,,,,,
10079179,"Heard a beeping noise coming from inside the house that may have been some ind of security system, inside lights on but no answer",,,,,,,,,,,,
10080355,Screen security door,,,,,,,,,,,,1
10080515,Senior citizens buildings,,,,,,,,,,,,
10080645,There was a desk full of parcels covering front desk but no one seen. There was a call box but no indication of which apartments the names belonged to. They were codes.,1,,,,,,,,,,1,
10082942,Heard dog barking inside,,,,,,1,,,,,,
10083183,"Condominium complex with signs saying no visitor parking and will be towed, property is on surveillance camera, bright light over front door, lockbox on front door knob (unit is for sale)",,,1,,1,,,1,,1,,
10086171,Security screen door,,,,,,,,,,,,1
10086762,Exterior flood light,,,,,1,,,,,,,
10087561,Many lights in yard,,,,,1,,,,,,,
10088014,"Outdoor lights on home and in landscaping around driveway, large pickup truck parked on driveway near front door showing someone is probably home",,,,,1,,,,,,,
10090442,Flood lights,,,,,1,,,,,,,
10090884,Ring doorbell,1,,,,,,,,,,,
10093117,Video doorbell,1,,,,,,,,,,,
10093690,Locked building control access,,,1,,,,,,,,,
10094228,Under construction,,,,,,,,,,,,
10095889,Dark probably more safety devices than I could see,,,,,,,,,,,,
10096161,This is a retirement facility in one building. Front doors were unlocked during the day. Must pass but a front desk and sign in.,,,1,,,,,,,,1,
10096484,"DU has children , entrance is on the right side not clear from the street , go towards the garage up the stairs",,,,,,,,,,,,
10097119,House is being remodeled and Texas Construction Company has the property fenced off,,1,,,,,,,,,,
10097249,Locked building,,,1,,,,,,,,,
10097379,"Outside lighting, limited guest parking",,,,,1,,,,,,,
10098628,Retirement independent and assisted living. Key fob required at night to enter building.,,,1,,,,,,,,,
10098736,Entry doors require a key code to enter building.,,,1,,,,,,,,,
10099643,None  du is small trailer used for summer cabin,,,,,,,,,1,,,
10099988,Security screen door,,,,,,,,,,,,1
10101788,Ring doorbell and gated courtyard,1,1,,,,,,,,,,
10102714,Only unit to not have bars on window and doors - possibly vacant,,,,,,,,,,,,
10104732,Low income housing units,,,,,,,,,,,,
10105553,Must enter code to enter building,,,1,,,,,,,,,
10106277,In back of business district,,,,,,,,,,,,
10107634,"Gated senior community, outdoor lighting",,1,,,1,,,,,,,
10107805,"Exterior lighting, parking in lot only forcresidents",,,,,1,,,,,,,
10113677,Flood lights and motion sensors.,,,,,1,,,,,,,
10114454,Locked building,,,1,,,,,,,,,
10116397,Old man waving a pistol,,,,,,,,,,,,
10116427,Security screen door,,,,,,,,,,,,1
10120679,There was a desk full of parcels covering front desk but no one seen. There was a call box but no indication of which apartments the names belonged to. They were codes.,1,,,,,,,,,,1,
10121252,Outside door lights.,,,,,1,,,,,,,
10122169,Black rail fence around yard.,,1,,,,,,,,,,
10123560,Perimeter fencing with electric gates,,1,,,,,,,,,,
10124080,Seems as though they have front security doors. I can?€?t actually get to the front door.,,,,,,,,,,,,1
10124637,Community of apartments or townhomes,,,,,,,,,,,,
10125340,Guest pass needed on resident needs to put on security list to allowed access,,,,,,,,,,,1,
10125737,In a well kept trailer park,,,,,,,,,,,,
10126428,Security screen door,,,,,,,,,,,,1
10128639,There was a desk full of parcels covering front desk but no one seen. There was a call box but no indication of which apartments the names belonged to. They were codes.,1,,,,,,,,,,1,
10128770,Outside door lights.,,,,,1,,,,,,,
10130948,Senior gated community,,1,,,,,,,,,,
10131048,Flood lights.,,,,,1,,,,,,,
10131769,The structure has a high fence and closed back yard,,1,,,,,,,,,,
10133011,Motion light,,,,,1,,,,,,,
10133613,Only entry is through locked walk-in gate on NW side of property near Leasing Office. Gate has keypad for entry.,,1,1,,,,,,,,,
10133743,A sheriff lives here. The car is parked out front.,,,,,,,1,,,,,
10133862,"Posted keep out, no trespassing signs",,,,,,,,,,1,,
10135073,Flood lights and motion sensors.,,,,,1,,,,,,,
10136504,Ring Doorbell,1,,,,,,,,,,,
10138986,Peephole in door,,,,,,,,,,,,1
10141931,Fire station locked,,,1,,,,,,,,,
10146646,Security screen door,,,,,,,,,,,,1
10146765,College dorm,,,,,,,,,,,,
10147520,Structure more like a hotel or short term housing.,,,,,,,,,,,,
10147843,Ring doorbell,1,,,,,,,,,,,
10147876,There are 2 building one is a home and the other a business next to du Hidden Hollow Farm,,,,,,,,,,,,
10148891,Locked doors,,,1,,,,,,,,,
10150951,Locked lobby door,,,1,,,,,,,,,
10154458,Lots of chickens on property,,,,,,,,,,,,
10156012,Ring Doorbell,1,,,,,,,,,,,
10156410,DU is boarded up. Vacant.,,,,,,,,,,,,
10160060,Pad lock and lock box on the front door.,,,1,,,,,,,,,
10160576,Camera was as soon as you enter into complex,,,,,,,,1,,,,
10165429,"Parking for location is limited to one side ,if needed park Walgreens next door",,,,,,,,,,,,
10166422,Locked gate on back entrance but a woman came beside me and told me to follow her in and I could go out main entrance.,,1,1,,,,,,,,,
10166897,Guest pass is needed or to be put on a list by residence,,,,,,,,,,,1,
10167533,I don?€?t see any security measures in place,,,,,,,,,1,,,
10168031,The windows are boarded up. The DU has notices on the door and windows not to enter. This unit appears to be vacant.,,,,,,,,,,1,,
10170221,Security lights,,,,,1,,,,,,,
10170793,Sign at entrance saying restricted covenant community,,,,,,,,,,1,,
10170986,Windows boarded up with plywood,,,,,,,,,,,,
10172313,"Reno Housing Authority public housing called Myra Birch Manor, sign on dumpster not for use by anyone or living here or will be prosecuted",,,,,,,,,,1,,
10172722,Private tow still signs. The building sits back behind a daycare. It is difficult to locate.,,,,,,,,,,1,,
10175033,This DU sits on the drive behind the main home at 1419 Raper Road.,,,,,,,,,,,,
10175527,Camera warning signs throughout the community,,,,,,,,,,1,,
10175969,"5 buildings at this address labeled Building 1, Building 2, etc.",,,,,,,,,,,,
10176229,Entry doors into main lobby are locked.  4 story apartment building with interior entry.,,,1,,,,,,,,,
10176843,None other observed,,,,,,,,,1,,,
10176962,Flood lights.,,,,,1,,,,,,,
10178913,Shutters are closed and neighbor said the owner might be returning after the New Year,,,,,,,,,,,,
10179165,This is a row house/apartment complex style building. This is low income apartment complex,,,,,,,,,,,,
10179626,"Peephole in front door, Christmas lights on in yard and on the house, SUV parked in driveway made it look like someone was home",,,,,1,,,,,,,
10180738,"Security drive through gate but was open, security walk gate but propped open",,1,,,,,,,,,,
10180802,Security screen door,,,,,,,,,,,,1
10183577,Card swipe access only,,,1,,,,,,,,,
10184116,"Assigned parking,others towed. Some parking for residents is behind gates",,1,,,,,,,,1,,
10187018,Ring doorbell,1,,,,,,,,,,,
10187795,Front door lock several mail box,,,1,,,,,,,,,
10189984,Flood lights.,,,,,1,,,,,,,
10190665,You have to ring intercom #47 but without access from reap you can?€?t get it,,,,1,,,,,,,,
10192887,Down stairs unit,,,,,,,,,,,,
10194656,Has keypad to enter with code,,,1,,,,,,,,,
10195284,Security door,,,,,,,,,,,,1
10195585,Sign at end of cul de sac Neighborhood Watch,,,,,,,,,,1,,
10196362,Security screen door,,,,,,,,,,,,1
10196975,Appear to use Ring or similar system,1,,,,,,,,,,,
10198465,"Group of dwellings , parking is difficult only one side of the street parking",,,,,,,,,,,,
10199219,Camera warning signs throughout the community,,,,,,,,,,1,,
10201376,No additional security measures.,,,,,,,,,1,,,
10202830,Flood lights.,,,,,1,,,,,,,
10204148,The driveway is flooded. I?€?m not sure if my car can make it.,,,,,,,,,,,,
10204364,Locked gate at front entrance,,1,1,,,,,,,,,
10206058,Locked fence,,,1,,,,,,,,,
10207824,Sign says trespassers will be prosecuted,,,,,,,,,,1,,
10208269,This is an abandoned property,,,,,,,,,,,,
10211678,Complex managed by 324 St Katherine LLC (818) 426-4010,,,,,,,,,,,,
10213856,"Keyless entry, door/garage door lights.",,,,,1,,,,,,,
10215766,"Gates wide open, do see keypad entry when not open",,1,,,,,,,,,,
10219661,Entry door between 2 stores on Main Street,,,,,,,,,,,,
10223211,Ring camera at front door on doorbell,1,,,,,,,1,,,,
10224452,MetL door prevents access to front door,,,,,,,,,,,,1
10224656,"Has RING doorbell, but working",1,,,,,,,,,,,
10225143,Security screen door,,,,,,,,,,,,1
10225552,"Outer door of building has lock, but lock wasn?€?t engaged.",,,1,,,,,,,,,
10225875,Unit is located in the back yard of 1182 W. 26th Street - appears vacant,,,,,,,,,,,,
10226113,"Beware of dog, no trespassing signs",,,,,,1,,,,1,,
10226221,"Outside door light, lamps post at sidewalk.",,,,,1,,,,,,,
10226276,No trespassing sign on side fence,,,,,,,,,,1,,
10229907,Mobile home with all the shutters closed,,,,,,,,,,,,
10230161,Video doorbell,1,,,,,,,,,,,
10230398,Lighting on the fence,,,,,1,,,,,,,
10231197,Boarded up,,,,,,,,,,,,
10231603,"Humble looking home with a fence gate, dis not have a lock.",,1,,,,,,,,,,
10232327,There was a desk full of parcels covering front desk but no one seen. There was a call box but no indication of which apartments the names belonged to. They were codes.,1,,,,,,,,,,1,
10233784,Gate not locked,,1,,,,,,,,,,
10234561,Baby/ dog gate at entrance to unit and dogs inside,,1,,,,1,,,,,,
10236932,Bars on back windows. House is dark and looks vacant. Knocked loudly repeatedly but no response,,,,,,,,,,,,
10238466,I was able to talk with a male who answered the phone from the call box. I introduced myself and the purpose of my visit. He kept saying he couldn?€?t hear me after repeated statement then he hung up. I called back and he didn?€?t answer,,,,1,,,,,,,,
10239436,Door bell by unit# &  to gain access to DU you must be buzzed into the bldg. from the vestibule.,,,,1,,,,,,,,
10239867,fence has a chain and lock on gate,,1,1,,,,,,,,,
20001061,The house has storm covers over all the windows right now. Neighbors say seasonal home owners,,,,,,,,,,,,
20002268,Uncertain if this is one or two units. No clear indication of apartment numbers. Only one entrance at front and rear of DU.,,,,,,,,,,,,
20002815,Did not see a dog but did notice a large dog pen,,,,,,1,,,,,,
20004491,House is unoccupied. Spoke to constructin crew,,,,,,,,,,,,
20004684,Private Property No Trespassing sign at end of long driveway,,,,,,,,,,1,,
20005728,Apartment complex basically typical apartment that,,,,,,,,,,,,
20006624,The door to the front porch is very difficult to open,,,,,,,,,,,,
20006884,Gate was open,,1,,,,,,,,,,
20007003,Park on street,,,,,,,,,,,,
20009106,After hours pin code at gate to gain access,,1,,,,,,,,,,
20010779,These is a College Sorority Home,,,,,,,,,,,,
20010906,Pass through common door to get to the unit,,,,,,,,,,,,
20011084,Property sits a little back and it has a security gate at entrance stairs,,1,,,,,,,,,,
20011716,Bars on some windows,,,,,,,,,,,,
20012043,Lots of dogs on the front yard,,,,,,1,,,,,,
20012139,Yard unkept. Falling tree,,,,,,,,,,,,
20012797,Private home on river with locked fence,,1,1,,,,,,,,,
20013488,Front entry gate is locked to access units. No callbox available.,,1,1,,,,,,,,,
20017327,House is vacant boarded up,,,,,,,,,,,,
20017565,Keypad secure building no office or property contact information,,,1,,,,,,,,,
20020286,Resident is in process of being remodeled no one lives is ,,,,,,,,,,,,
20020372,Uniformed security,,,,,,,,,,,1,
20020491,Entryway door unlocked but other doors are securely locked,,,1,,,,,,,,,
20021319,This is an assisted living facility,,,,,,,,,,,,
20021977,Motion sensor lights,,,,,1,,,,,,,
20022624,Well off the road with trees obstructing view road,,,,,,,,,,,,
20023058,Two door bells/entrances - seemingly both for one residence,1,,,,,,,,,,,
20023393,"Underground gated parking, call box security front door",,1,,1,,,,,,,,
20023489,This is an assiste living center,,,,,,,,,,,,
20023995,Building is vacant and there?€?s broken windows there?€?s wind is lined up like they?€?re going to be replaced it?€?s a mobile home on occupied,,,,,,,,,,,,
20024095,Must have a remote control to enter and to depart.,,,1,,,,,,,,,
20024288,Must go to street in alley and go thru gate to get to unit,,1,,,,,,,,,,
20024750,Fenced yard,,1,,,,,,,,,,
20025601,Need unit owner to call you in at guardhouse.,,,,,,,,,,,1,
20026132,These apartments are 100% fab entry. There is no access unless you are a tenant. They don?€?t even have an intercom.,,,1,,,,,,,,,
20028235,Officemgr. Locked bldg,,,1,,,,,,,,,
20029120,Building is vacant,,,,,,,,,,,,
20030124,Locked apt bldg. 2apts. No bell or buzzer. No name onmailboxes,,,1,,,,,,,,,
20031019,On site management. Very large development Villa del Mar,,,,,,,,,,,1,
20031116,Locked door. Must dial 117 and phone icon to call apartment in retirement center.,,,1,1,,,,,,,,
20031525,Ring camera bell,1,,,,,,,,,,,
20031600,Carson?€?s pond neighborhood,,,,,,,,,,,,
20031912,Gated community.,,1,,,,,,,,,,
20032302,Safetouch,,,,,,,,1,,,,
20032368,Gated community,,1,,,,,,,,,,
20032818,In new upscale neighborhood.,,,,,,,,,,,,
20032971,Also has CPI,,,,,,,,1,,,,
20032993,Apt complex the are No Trespassing & Patrolled signs up.,,,,,,,,,,1,,
20033673,Video doorbell,1,,,,,,,,,,,
20033703,Cannot tell if there is a camera in foyer.,,,,,,,,,,,,
20034740,Lock door,,,1,,,,,,,,,
20035817,Doorbell camera,1,,,,,,,,,,,
20036649,Old faded home security system sign on door,,,,,,,,,,,1,
20038430,Building is boarded up.,,,,,,,,,,,,
20039961,Keypad code,,,1,,,,,,,,,
20041559,Property management with locked entrance.,,,1,,,,,,,,,
20042994,DU in gated community.  Need code to enter or follow someone in.  DU has a camera above garage door but not at porch.,,1,,,,,,1,,,,
20045391,Ring doorbell,1,,,,,,,,,,,
20046424,There is a padlocked chain on the gate,,1,1,,,,,,,,,
20046640,DU need intercom code,,,,1,,,,,,,,
20047160,Pine Valley neighborhood,,,,,,,,,,,,
20047665,Hh uses rear door not the main door,,,,,,,,,,,,
20048475,Multi unit building with interior entry.,,,,,,,,,,,,
20048969,Ring door bell,1,,,,,,,,,,,
20049564,Neighborhood watch sign. Police 911. No soliciting signs at neighborhood entrance,,,,,,,,,,1,,
20049854,Large white dog was running loose and barking. I was not able to get out of my car,,,,,,1,,,,,,
20051055,Park on street then walk inside of address to find #5.,,,,,,,,,,,,
20051141,Ring system . Cameras and security alarm,1,,,,,,,1,,,,
20051293,Private Property-No Trespassing sign,,,,,,,,,,1,,
20052887,There is a ADT security service sign in the front yard. There is a gate between the houses I believe there is a ring doorbell at the gate,1,1,,,,,,,,1,,
20054496,Needs some type of gate key to gain access to the apartment complex.,,1,,,,,,,,,,
20055068,Said he has a gun for safety,,,,,,,,,,,,
20056113,Limited parking on premises. Corner house,,,,,,,,,,,,
20058971,House set back cannot see from the road,,,,,,,,,,,,
20058993,Lock on front door ,,,1,,,,,,,,,
20059899,House is vacant per neighbors windows are broken on back and sides. No one lives there.,,,,,,,,,,,,
20061982,Two dogs that jump on you,,,,,,1,,,,,,
20062316,Nice 2 story house with good views on a very busy street,,,,,,,,,,,,
20062684,Security system signs,,,,,,,,,,1,,
20062811,Callbox code,,,,1,,,,,,,,
20063278,"Sign saying we don?€?t call 911, then gun image.",,,,,,,,,,1,,
20064323,"No street parking, very narrow road.",,,,,,,,,,,,
20064710,Large dog in yard,,,,,,1,,,,,,
20065348,Ring doorbell with intercom,1,,,1,,,,,,,,
20066396,Ring Doorbell,1,,,,,,,,,,,
20066448,No soliciting sign.,,,,,,,,,,1,,
20066653,High rise locked apartment building in downtown Austin.,,,1,,,,,,,,,
20068143,Concierge,,,,,,,,,,,1,
20068626,Possible vacancy,,,,,,,,,,,,
20069276,This is the man or a senior living community it?€?s in assisted-living to get to see the party at the apartment for one you have to get permission from your family which we don?€?t know who your family is,,,,,,,,,,,1,
20070690,Gated. Leased units.,,1,,,,,,,,,,
20071615,Sound of dog inside house,,,,,,1,,,,,,
20072395,Neighborhood watch sign,,,,,,,,,,1,,
20072964,Simply Safe bell camera,1,,,,,,,,,,,
20074692,Don?€?t see any cameras or dogs,,,,,,,,,,,,
20075112,Dogs barking when I knocked at door.,,,,,,1,,,,,,
20075253,Dog inside the house and Damon,,,,,,1,,,,,,
20075963,Gated drive from road closed,,1,,,,,,,,,,
20077691,Alphabet keypad entrance,,,1,,,,,,,,,
20078995,Three dogs on property,,,,,,1,,,,,,
20079921,Secure condo dwelling,,,,,,,,,,,,
20080312,Parked cars blocking the door ,,,,,,,,,,,,
20081597,Key is required to gain entry. No intercom system. Lobby area is not accessible without key. The Co-Op Building Private Residences on the left side of the door.,,,1,,,,,,,,,
20082448,Must have code to enter,,,1,,,,,,,,,
20084165,I spoke to a leasing agent (Alejandro) and he said the unit is vacant now.,,,,,,,,,,,,
20085179,House is under construction it?€?s a new DU.,,,,,,,,,,,,
20085265,House more than 100 yards from the main street,,,,,,,,,,,,
20085287,Ring door bell,1,,,,,,,,,,,
20086707,Limited parking on the street,,,,,,,,,,,,
20086923,Door code 0505 per security guard,,,,,,,,,,,1,
20087658,Needs to pass through leasing office in order to gain access to this apartment unit. Very limited visitor parking and no street parking.,,,,,,,,,,,1,
20089104,Underground parking has locked door to building,,,1,,,,,,,,,
20090283,Cul de sac helps keep safe,,,,,,,,,,,,
20090391,There is a gate on drive but is overgrown and doesn?€?t look like they use it,,1,,,,,,,,,,
20090926,Video doorbell,1,,,,,,,,,,,
20092546,Camera doorbell,1,,,,,,,,,,,
20094014,Very limited street parking.,,,,,,,,,,,,
20095590,Neighborhood Watch sign.,,,,,,,,,,1,,
20096388,Nice 2 story with rainbow painted mailbox,,,,,,,,,,,,
20097400,Sign said private property,,,,,,,,,,1,,
20098306,Callbox at entry,,,,1,,,,,,,,
20099343,Secure building,,,,,,,,,,,,
20099990,This dwelling unit is a two private houses no 3,,,,,,,,,,,,
20100214,Gate at driveway.  It was open when I visited.,,1,,,,,,,,,,
20101529,"Cameras in hallways, surveillance camera of parking lots.",,,,,,,,1,,,,
20102607,Secure building above commercial property,,,,,,,,,,,,
20103536,Home is 100 yards off a dirt road,,,,,,,,,,,,
20104432,Dogs inside,,,,,,1,,,,,,
20104896,Concierge,,,,,,,,,,,1,
20105866,House is burned down.,,,,,,,,,,,,
20107431,There is a security system,,,,,,,,1,,,,
20107851,Secure apartment building,,,,,,,,,,,,
20108296,Ring doorbell,1,,,,,,,,,,,
20108672,Remote gate for driveway entry,,1,,,,,,,,,,
20109404,Wesleyvillage,,,,,,,,,,,,
20110118,Ring bell,1,,,,,,,,,,,
20110323,Stickers with CPI Security on house and door.,,,,,,,,,,1,,
20110679,Large lot with DU in center. Good visibility in all directions.,,,,,,,,,,,,
20110754,"Unit numbers not visible, not sure if back entrance is address.",,,,,,,,,,,,
20110806,Video doorbell,1,,,,,,,,,,,
20111122,Neighborhood watch sign,,,,,,,,,,1,,
20111876,There is a fence and gate in front of the house,,1,,,,,,,,,,
20111984,There is a fence and gate at the front yard going to the front door no sure if they have a ring doorbell,,1,,,,,,,,,,
20112437,Pit bull,,,,,,1,,,,,,
20112783,Armed security receptionist,,,,,,,,,,,1,
20113474,Metal security door only. Also video doorbell,1,,,,,,,,,,,1
20114121,There is a gate but not closed maybe just closed at night,,1,,,,,,,,,,
20114938,Gates are not working,,,,,,,,,1,,,
20115094,Intercom broken gate locked,,1,1,,,,,,,,,
20115179,Elderly residence apartment residence,,,,,,,,,,,,
20116172,Car goes in and out using the electric gate. No leasing office.,,1,,,,,,,,,,
20116859,Gated and keypad,,1,,,,,,,,,,
20116860,O,,,,,,,,,,,,
20116871,Spanish-speaking man live Siri just pulling in from work said he doesn?€?t speak much English it be better if I talk to his wife he said come back this weekend,,,,,,,,,,,,
20119041,This apartment is a room located within an assisted living building.,,,,,,,,,,,,
20119160,Low income housing not well kept,,,,,,,,,,,,
20121082,This is a mobile home in deplorable condition. There are piles and piles of garbage outside the front door. There?€?s also a shopping cart filled with plastic bags filled with garbage in front of the trailer. There is an open slot in the trailer that shows what appears to be a water heater.,,,,,,,,,,,,
20121413,Exterior lighting shows on house.,,,,,1,,,,,,,
20122342,"Limited parking on street, apartment building not gated",,,,,,,,,,,,
20122513,Park on street,,,,,,,,,,,,
20122858,Smart doorbell,1,,,,,,,,,,,
20123356,There is a Christmas Tree farm on the property. The road is roped off.  Warning signs and camera surveillance in the area.,,,,,,,,1,,1,,
20123367,Be careful as junk in yard,,,,,,,,,,,,
20123442,Heard dog barking inside,,,,,,1,,,,,,
20123538,Gate is open during the day.  I heard dog barking on premises.,,1,,,,1,,,,,,
20126087,No others visible,,,,,,,,,1,,,
20126601,Neighbor asked about the community board so there?€?s some bond among neighbors,,,,,,,,,,,,
20127035,Locked entry into the halls of the units. Door was open due to movers going in and out.,,,1,,,,,,,,,
20127875,This is a retirement facility with both assisted living and lndependent Living. It is called Sunnycrest Senior Living.,,,,,,,,,,,,
20128050,I did not see a dog on the premises but when I knocked I heard a dog inside there is a no trespassing no fishing or hunting sign on a dark brown wooden gate but that is for the grandfather?€?s property that is next-door,,1,,,,1,,,,1,,
20128793,This is a Senior Independent and Assisted Living facility.,,,,,,,,,,,,
20128845,Locked lobby,,,1,,,,,,,,,
20128931,Video doorbell,1,,,,,,,,,,,
20129183,Must have gate code accessibility mostly,,1,,,1,,,,,,,
